timestamp,url,text
2025-01-01 13:08:00+00:00,https://www.fool.com/investing/2025/01/01/not-sure-what-high-yield-stocks-to-buy-in-2025-van/?source=iedfolrf0000001,"Not Sure What High-Yield Stocks to Buy in 2025? Vanguard High Dividend ETF Has You Covered. The article recommends the Vanguard High Dividend ETF (VYM) as a core holding for dividend investors looking to build a diversified portfolio of high-yield stocks in 2025. The ETF provides exposure to a broad spectrum of high-yield stocks, offering a simple and cost-effective solution for those overwhelmed by the task of picking individual stocks."
2025-01-01 13:15:00+00:00,https://www.fool.com/investing/2025/01/01/does-pepsico-2024-stock-slide-make-it-a-better-buy/?source=iedfolrf0000001,"Does PepsiCo's 2024 Stock Slide Make It a Better Buy Than Coca-Cola in 2025? Coca-Cola and PepsiCo, two leading beverage companies, have seen their stock prices decline in 2024. While both are well-run and offer attractive dividends, PepsiCo appears to be the better value play due to its lower valuation, higher dividend yield, and diversified business model."
2025-01-01 15:30:00+00:00,https://www.fool.com/investing/2025/01/01/2-dividend-stocks-to-buy-for-2025-and-beyond/?source=iedfolrf0000001,"2 Dividend Stocks to Buy for 2025 and Beyond The article discusses investing in top income stocks, highlighting Coca-Cola and Visa as attractive options. Coca-Cola is praised for its consistent financial results, dividend growth, and diversified portfolio, while Visa is noted for its strong brand, growth prospects, and dividend growth."
2025-01-02 21:45:00+00:00,https://www.globenewswire.com/news-release/2025/01/02/3003770/0/en/Eric-Benet-Jenifer-Lewis-Iain-Armitage-Tye-Tribbett-Makenzie-Thomas-Jennifer-Holliday-Natalie-Grant-and-Rev-William-J-Barber-slated-to-Join-The-King-Center-for-the-40th-Annual-King.html,"Eric Benet, Jenifer Lewis, Iain Armitage, Tye Tribbett, Makenzie Thomas, Jennifer Holliday, Natalie Grant and Rev. William J. Barber slated to Join The King Center for the 40th Annual King Holiday Observance Week The King Center announces a schedule of programs and events to commemorate the 2025 King Holiday Observance, including a Kick-Off Reception, Nonviolence365® Training, Beloved Community Global Summit, Beloved Community Awards, and the Martin Luther King, Jr. Beloved Community Commemorative Service."
2025-01-04 13:35:00+00:00,https://www.fool.com/investing/2025/01/04/time-to-dump-or-double-up-on-schd/?source=iedfolrf0000001,"Time to Dump or Double Up on SCHD? The article discusses the Schwab US Dividend Equity ETF (SCHD) and whether investors should buy, sell, or hold the ETF. It also looks at the top 10 holdings of the ETF, including Pfizer, Coca-Cola, and AbbVie."
2025-01-04 13:45:00+00:00,https://www.fool.com/investing/2025/01/04/better-buffett-stock-for-2025-coca-cola-dominos/?source=iedfolrf0000001,"Better Warren Buffett Stock to Buy for 2025: Coca-Cola vs. Domino's The article compares Coca-Cola and Domino's, two stocks in Warren Buffett's portfolio, to determine which is the better buy for 2025. Coca-Cola is praised for its global brand, pricing power, and long history of dividend growth, while Domino's is noted for its strong sales growth and franchise model. Ultimately, the author chooses Coca-Cola due to its longer track record of reliability and higher dividend yield."
2025-01-06 09:05:00+00:00,https://www.fool.com/investing/2025/01/06/warren-buffett-portfolio-invested-stocks-2025/?source=iedfolrf0000001,"Nearly 66% of Warren Buffett's Portfolio Is Invested in These 5 Stocks as 2025 Begins Warren Buffett's Berkshire Hathaway portfolio is heavily concentrated in 5 stocks - Apple, American Express, Bank of America, Coca-Cola, and Chevron - which make up nearly 66% of his holdings as 2025 begins. The article analyzes the performance and outlook for these top positions."
2025-01-06 13:00:00+00:00,https://www.fool.com/investing/2025/01/06/5-reasons-to-buy-coca-cola-stock-like-theres-no/?source=iedfolrf0000001,"5 Reasons to Buy Coca-Cola Stock Like There's No Tomorrow The article highlights 5 key reasons to invest in Coca-Cola stock, including its global reach, steady growth, profitability, and reliable dividend. It argues that Coca-Cola is a durable, long-term investment opportunity."
2025-01-08 09:15:00+00:00,https://www.fool.com/investing/2025/01/08/where-to-invest-100000-in-2025/?source=iedfolrf0000001,"Where to Invest $100,000 in 2025 The article provides investment recommendations for a $100,000 portfolio, suggesting a balanced approach with allocations to technology stocks, an S&P 500 index fund, individual stocks and ETFs, dividend stocks, and an opportunity fund."
2025-01-09 10:05:00+00:00,https://www.fool.com/investing/2025/01/09/2-dividend-king-stocks-buy-2025/?source=iedfolrf0000001,"2 Dividend King Stocks That Will Likely Raise Their Payouts to All-Time Highs in the First Half of 2025 The article discusses two Dividend King stocks, Coca-Cola (KO) and Procter & Gamble (PG), that are expected to raise their dividends to all-time highs in the first half of 2025. Both companies have recession-resistant business models and a long history of consistent dividend increases."
